origin,fuerte,confirmer,result,count,consistency
41,29,7,95,10,NIVEL_3_REPETICION_MODERADA
41,29,7,9,10,NIVEL_3_REPETICION_MODERADA
43,12,89,4,10,NIVEL_3_REPETICION_MODERADA
43,12,89,72,10,NIVEL_3_REPETICION_MODERADA
43,12,89,15,10,NIVEL_3_REPETICION_MODERADA
43,12,89,40,10,NIVEL_3_REPETICION_MODERADA
44,59,26,54,10,NIVEL_3_REPETICION_MODERADA
44,59,26,78,10,NIVEL_3_REPETICION_MODERADA
44,59,26,28,10,NIVEL_3_REPETICION_MODERADA
44,59,26,89,10,NIVEL_3_REPETICION_MODERADA
44,59,26,58,10,NIVEL_3_REPETICION_MODERADA
44,75,62,95,10,NIVEL_3_REPETICION_MODERADA
44,75,62,81,10,NIVEL_3_REPETICION_MODERADA
46,90,44,92,10,NIVEL_3_REPETICION_MODERADA
46,90,44,97,10,NIVEL_3_REPETICION_MODERADA
43,12,41,96,10,NIVEL_3_REPETICION_MODERADA
43,12,41,33,10,NIVEL_3_REPETICION_MODERADA
43,12,41,6,10,NIVEL_3_REPETICION_MODERADA
43,12,41,55,10,NIVEL_3_REPETICION_MODERADA
43,12,41,88,10,NIVEL_3_REPETICION_MODERADA
43,12,41,71,10,NIVEL_3_REPETICION_MODERADA
43,12,41,85,10,NIVEL_3_REPETICION_MODERADA
43,12,41,9,10,NIVEL_3_REPETICION_MODERADA
43,12,41,75,10,NIVEL_3_REPETICION_MODERADA
43,44,42,26,10,NIVEL_3_REPETICION_MODERADA
43,44,42,72,10,NIVEL_3_REPETICION_MODERADA
43,44,42,69,10,NIVEL_3_REPETICION_MODERADA
43,44,42,20,10,NIVEL_3_REPETICION_MODERADA
43,44,42,42,10,NIVEL_3_REPETICION_MODERADA
43,44,42,76,10,NIVEL_3_REPETICION_MODERADA
43,44,42,75,10,NIVEL_3_REPETICION_MODERADA
43,44,42,83,10,NIVEL_3_REPETICION_MODERADA
43,44,42,62,10,NIVEL_3_REPETICION_MODERADA
47,68,92,68,10,NIVEL_3_REPETICION_MODERADA
44,91,57,70,10,NIVEL_3_REPETICION_MODERADA
44,91,57,89,10,NIVEL_3_REPETICION_MODERADA
44,91,57,85,10,NIVEL_3_REPETICION_MODERADA
47,84,94,73,10,NIVEL_3_REPETICION_MODERADA
37,42,35,9,10,NIVEL_3_REPETICION_MODERADA
37,42,35,59,10,NIVEL_3_REPETICION_MODERADA
37,42,70,56,10,NIVEL_3_REPETICION_MODERADA
37,42,70,40,10,NIVEL_3_REPETICION_MODERADA
37,42,70,25,10,NIVEL_3_REPETICION_MODERADA
37,42,70,17,10,NIVEL_3_REPETICION_MODERADA
37,42,70,43,10,NIVEL_3_REPETICION_MODERADA
37,42,70,23,10,NIVEL_3_REPETICION_MODERADA
37,42,70,99,10,NIVEL_3_REPETICION_MODERADA
49,35,44,3,10,NIVEL_3_REPETICION_MODERADA
49,35,44,1,10,NIVEL_3_REPETICION_MODERADA
37,42,63,9,10,NIVEL_3_REPETICION_MODERADA
37,42,63,18,10,NIVEL_3_REPETICION_MODERADA
37,42,63,57,10,NIVEL_3_REPETICION_MODERADA
37,42,63,54,10,NIVEL_3_REPETICION_MODERADA
37,42,63,73,10,NIVEL_3_REPETICION_MODERADA
37,42,63,60,10,NIVEL_3_REPETICION_MODERADA
37,42,63,39,10,NIVEL_3_REPETICION_MODERADA
46,90,63,59,10,NIVEL_3_REPETICION_MODERADA
46,90,63,77,10,NIVEL_3_REPETICION_MODERADA
46,90,63,14,10,NIVEL_3_REPETICION_MODERADA
46,90,63,83,10,NIVEL_3_REPETICION_MODERADA
41,13,17,50,10,NIVEL_3_REPETICION_MODERADA
41,13,17,69,10,NIVEL_3_REPETICION_MODERADA
41,13,17,99,10,NIVEL_3_REPETICION_MODERADA
41,13,17,14,10,NIVEL_3_REPETICION_MODERADA
41,13,17,60,10,NIVEL_3_REPETICION_MODERADA
41,13,17,74,10,NIVEL_3_REPETICION_MODERADA
41,13,17,51,10,NIVEL_3_REPETICION_MODERADA
41,13,17,67,10,NIVEL_3_REPETICION_MODERADA
41,13,17,96,10,NIVEL_3_REPETICION_MODERADA
41,13,17,59,10,NIVEL_3_REPETICION_MODERADA
41,13,17,35,10,NIVEL_3_REPETICION_MODERADA
43,28,87,12,10,NIVEL_3_REPETICION_MODERADA
34,1,10,27,10,NIVEL_3_REPETICION_MODERADA
34,17,13,78,10,NIVEL_3_REPETICION_MODERADA
34,17,13,27,10,NIVEL_3_REPETICION_MODERADA
32,77,87,29,10,NIVEL_3_REPETICION_MODERADA
32,77,87,17,10,NIVEL_3_REPETICION_MODERADA
32,77,87,69,10,NIVEL_3_REPETICION_MODERADA
32,77,87,38,10,NIVEL_3_REPETICION_MODERADA
32,77,87,18,10,NIVEL_3_REPETICION_MODERADA
32,77,87,71,10,NIVEL_3_REPETICION_MODERADA
32,77,87,5,10,NIVEL_3_REPETICION_MODERADA
45,69,91,14,10,NIVEL_3_REPETICION_MODERADA
45,69,91,29,10,NIVEL_3_REPETICION_MODERADA
45,69,91,8,10,NIVEL_3_REPETICION_MODERADA
45,69,91,67,10,NIVEL_3_REPETICION_MODERADA
38,63,7,23,10,NIVEL_3_REPETICION_MODERADA
43,44,9,56,10,NIVEL_3_REPETICION_MODERADA
47,68,27,19,10,NIVEL_3_REPETICION_MODERADA
28,53,63,35,10,NIVEL_3_REPETICION_MODERADA
28,53,63,84,10,NIVEL_3_REPETICION_MODERADA
28,53,63,26,10,NIVEL_3_REPETICION_MODERADA
28,53,63,76,10,NIVEL_3_REPETICION_MODERADA
28,53,63,37,10,NIVEL_3_REPETICION_MODERADA
28,53,63,77,10,NIVEL_3_REPETICION_MODERADA
28,53,63,9,10,NIVEL_3_REPETICION_MODERADA
28,53,63,34,10,NIVEL_3_REPETICION_MODERADA
28,53,63,31,10,NIVEL_3_REPETICION_MODERADA
28,53,63,94,10,NIVEL_3_REPETICION_MODERADA
28,53,63,70,10,NIVEL_3_REPETICION_MODERADA
28,53,63,24,10,NIVEL_3_REPETICION_MODERADA
28,53,63,47,10,NIVEL_3_REPETICION_MODERADA
28,53,63,82,10,NIVEL_3_REPETICION_MODERADA
39,9,29,12,10,NIVEL_3_REPETICION_MODERADA
39,9,29,80,10,NIVEL_3_REPETICION_MODERADA
42,7,53,5,10,NIVEL_3_REPETICION_MODERADA
42,7,63,40,10,NIVEL_3_REPETICION_MODERADA
42,7,63,70,10,NIVEL_3_REPETICION_MODERADA
39,9,29,65,10,NIVEL_3_REPETICION_MODERADA
39,9,90,69,10,NIVEL_3_REPETICION_MODERADA
39,9,90,52,10,NIVEL_3_REPETICION_MODERADA
39,9,90,99,10,NIVEL_3_REPETICION_MODERADA
39,9,90,11,10,NIVEL_3_REPETICION_MODERADA
39,9,90,87,10,NIVEL_3_REPETICION_MODERADA
39,9,90,51,10,NIVEL_3_REPETICION_MODERADA
39,14,54,80,10,NIVEL_3_REPETICION_MODERADA
39,14,54,15,10,NIVEL_3_REPETICION_MODERADA
39,14,54,63,10,NIVEL_3_REPETICION_MODERADA
39,14,54,37,10,NIVEL_3_REPETICION_MODERADA
44,59,34,6,10,NIVEL_3_REPETICION_MODERADA
44,59,34,73,10,NIVEL_3_REPETICION_MODERADA
46,90,53,86,10,NIVEL_3_REPETICION_MODERADA
46,90,53,77,10,NIVEL_3_REPETICION_MODERADA
46,90,53,98,10,NIVEL_3_REPETICION_MODERADA
46,90,53,94,10,NIVEL_3_REPETICION_MODERADA
46,90,53,4,10,NIVEL_3_REPETICION_MODERADA
43,92,76,90,10,NIVEL_3_REPETICION_MODERADA
43,92,76,95,10,NIVEL_3_REPETICION_MODERADA
37,42,35,66,10,NIVEL_3_REPETICION_MODERADA
28,53,35,3,10,NIVEL_3_REPETICION_MODERADA
28,53,35,51,10,NIVEL_3_REPETICION_MODERADA
28,53,35,70,10,NIVEL_3_REPETICION_MODERADA
28,53,35,66,10,NIVEL_3_REPETICION_MODERADA
28,53,35,98,10,NIVEL_3_REPETICION_MODERADA
39,46,86,95,10,NIVEL_3_REPETICION_MODERADA
39,46,86,68,10,NIVEL_3_REPETICION_MODERADA
39,46,86,56,10,NIVEL_3_REPETICION_MODERADA
39,46,86,18,10,NIVEL_3_REPETICION_MODERADA
42,7,44,85,10,NIVEL_3_REPETICION_MODERADA
42,7,44,35,10,NIVEL_3_REPETICION_MODERADA
42,7,44,79,10,NIVEL_3_REPETICION_MODERADA
42,7,44,88,10,NIVEL_3_REPETICION_MODERADA
42,7,44,95,10,NIVEL_3_REPETICION_MODERADA
42,7,44,94,10,NIVEL_3_REPETICION_MODERADA
42,7,44,56,10,NIVEL_3_REPETICION_MODERADA
42,7,90,4,10,NIVEL_3_REPETICION_MODERADA
42,7,90,23,10,NIVEL_3_REPETICION_MODERADA
42,7,90,86,10,NIVEL_3_REPETICION_MODERADA
42,7,90,89,10,NIVEL_3_REPETICION_MODERADA
44,22,42,85,10,NIVEL_3_REPETICION_MODERADA
44,22,42,35,10,NIVEL_3_REPETICION_MODERADA
44,22,42,79,10,NIVEL_3_REPETICION_MODERADA
44,22,42,88,10,NIVEL_3_REPETICION_MODERADA
44,22,42,95,10,NIVEL_3_REPETICION_MODERADA
44,22,42,94,10,NIVEL_3_REPETICION_MODERADA
44,22,42,56,10,NIVEL_3_REPETICION_MODERADA
44,22,90,12,10,NIVEL_3_REPETICION_MODERADA
44,70,42,85,10,NIVEL_3_REPETICION_MODERADA
44,70,42,35,10,NIVEL_3_REPETICION_MODERADA
44,70,42,79,10,NIVEL_3_REPETICION_MODERADA
44,70,42,88,10,NIVEL_3_REPETICION_MODERADA
44,70,42,95,10,NIVEL_3_REPETICION_MODERADA
44,70,42,94,10,NIVEL_3_REPETICION_MODERADA
44,70,42,56,10,NIVEL_3_REPETICION_MODERADA
44,70,90,12,10,NIVEL_3_REPETICION_MODERADA
30,57,91,60,10,NIVEL_3_REPETICION_MODERADA
46,90,42,60,10,NIVEL_3_REPETICION_MODERADA
46,90,42,57,10,NIVEL_3_REPETICION_MODERADA
46,90,70,12,10,NIVEL_3_REPETICION_MODERADA
46,90,70,72,10,NIVEL_3_REPETICION_MODERADA
45,69,91,86,10,NIVEL_3_REPETICION_MODERADA
39,41,89,32,10,NIVEL_3_REPETICION_MODERADA
39,41,89,63,10,NIVEL_3_REPETICION_MODERADA
39,41,89,8,10,NIVEL_3_REPETICION_MODERADA
39,41,89,23,10,NIVEL_3_REPETICION_MODERADA
39,41,89,13,10,NIVEL_3_REPETICION_MODERADA
43,28,73,86,10,NIVEL_3_REPETICION_MODERADA
43,81,52,36,10,NIVEL_3_REPETICION_MODERADA
43,81,52,99,10,NIVEL_3_REPETICION_MODERADA
43,81,52,50,10,NIVEL_3_REPETICION_MODERADA
43,81,52,23,10,NIVEL_3_REPETICION_MODERADA
43,81,52,92,10,NIVEL_3_REPETICION_MODERADA
43,81,52,94,10,NIVEL_3_REPETICION_MODERADA
43,81,52,22,10,NIVEL_3_REPETICION_MODERADA
43,81,52,71,10,NIVEL_3_REPETICION_MODERADA
43,81,52,61,10,NIVEL_3_REPETICION_MODERADA
38,52,81,81,10,NIVEL_3_REPETICION_MODERADA
38,52,81,97,10,NIVEL_3_REPETICION_MODERADA
38,52,81,92,10,NIVEL_3_REPETICION_MODERADA
38,52,81,88,10,NIVEL_3_REPETICION_MODERADA
38,52,81,87,10,NIVEL_3_REPETICION_MODERADA
38,52,81,38,10,NIVEL_3_REPETICION_MODERADA
38,52,81,43,10,NIVEL_3_REPETICION_MODERADA
38,52,81,94,10,NIVEL_3_REPETICION_MODERADA
38,52,81,67,10,NIVEL_3_REPETICION_MODERADA
38,52,81,60,10,NIVEL_3_REPETICION_MODERADA
38,52,81,55,10,NIVEL_3_REPETICION_MODERADA
38,52,81,70,10,NIVEL_3_REPETICION_MODERADA
38,52,81,48,10,NIVEL_3_REPETICION_MODERADA
38,63,90,20,10,NIVEL_3_REPETICION_MODERADA
38,63,90,79,10,NIVEL_3_REPETICION_MODERADA
47,79,88,45,10,NIVEL_3_REPETICION_MODERADA
42,23,87,12,10,NIVEL_3_REPETICION_MODERADA
42,23,87,73,10,NIVEL_3_REPETICION_MODERADA
42,23,87,75,10,NIVEL_3_REPETICION_MODERADA
42,23,87,15,10,NIVEL_3_REPETICION_MODERADA
42,23,87,96,10,NIVEL_3_REPETICION_MODERADA
42,23,87,8,10,NIVEL_3_REPETICION_MODERADA
42,23,87,68,10,NIVEL_3_REPETICION_MODERADA
42,23,87,20,10,NIVEL_3_REPETICION_MODERADA
42,23,87,78,10,NIVEL_3_REPETICION_MODERADA
38,63,42,79,10,NIVEL_3_REPETICION_MODERADA
38,63,42,73,10,NIVEL_3_REPETICION_MODERADA
38,63,42,96,10,NIVEL_3_REPETICION_MODERADA
38,63,42,84,10,NIVEL_3_REPETICION_MODERADA
38,63,42,49,10,NIVEL_3_REPETICION_MODERADA
42,71,12,3,10,NIVEL_3_REPETICION_MODERADA
42,71,12,75,10,NIVEL_3_REPETICION_MODERADA
42,71,12,92,10,NIVEL_3_REPETICION_MODERADA
42,71,12,63,10,NIVEL_3_REPETICION_MODERADA
46,58,94,41,10,NIVEL_3_REPETICION_MODERADA
40,56,41,68,10,NIVEL_3_REPETICION_MODERADA
40,56,41,39,10,NIVEL_3_REPETICION_MODERADA
28,53,63,98,10,NIVEL_3_REPETICION_MODERADA
39,9,29,58,10,NIVEL_3_REPETICION_MODERADA
39,46,19,27,10,NIVEL_3_REPETICION_MODERADA
39,46,19,15,10,NIVEL_3_REPETICION_MODERADA
39,46,19,36,10,NIVEL_3_REPETICION_MODERADA
52,65,82,83,10,NIVEL_3_REPETICION_MODERADA
52,65,82,98,10,NIVEL_3_REPETICION_MODERADA
52,65,82,8,10,NIVEL_3_REPETICION_MODERADA
38,63,9,94,10,NIVEL_3_REPETICION_MODERADA
38,63,9,82,10,NIVEL_3_REPETICION_MODERADA
38,63,9,88,10,NIVEL_3_REPETICION_MODERADA
38,63,9,29,10,NIVEL_3_REPETICION_MODERADA
38,63,9,28,10,NIVEL_3_REPETICION_MODERADA
38,63,9,57,10,NIVEL_3_REPETICION_MODERADA
36,48,97,43,10,NIVEL_3_REPETICION_MODERADA
36,48,97,65,10,NIVEL_3_REPETICION_MODERADA
35,86,46,86,10,NIVEL_3_REPETICION_MODERADA
35,86,46,68,10,NIVEL_3_REPETICION_MODERADA
35,86,46,51,10,NIVEL_3_REPETICION_MODERADA
46,90,35,86,10,NIVEL_3_REPETICION_MODERADA
46,90,35,68,10,NIVEL_3_REPETICION_MODERADA
46,90,35,51,10,NIVEL_3_REPETICION_MODERADA
46,90,63,95,10,NIVEL_3_REPETICION_MODERADA
43,92,76,55,10,NIVEL_3_REPETICION_MODERADA
39,41,12,23,10,NIVEL_3_REPETICION_MODERADA
39,41,12,98,10,NIVEL_3_REPETICION_MODERADA
39,41,12,54,10,NIVEL_3_REPETICION_MODERADA
39,41,12,43,10,NIVEL_3_REPETICION_MODERADA
39,41,12,24,10,NIVEL_3_REPETICION_MODERADA
39,41,12,53,10,NIVEL_3_REPETICION_MODERADA
39,41,12,8,10,NIVEL_3_REPETICION_MODERADA
39,41,12,16,10,NIVEL_3_REPETICION_MODERADA
48,73,28,96,10,NIVEL_3_REPETICION_MODERADA
48,89,12,87,10,NIVEL_3_REPETICION_MODERADA
40,72,26,10,10,NIVEL_3_REPETICION_MODERADA
37,5,50,44,10,NIVEL_3_REPETICION_MODERADA
37,5,50,18,10,NIVEL_3_REPETICION_MODERADA
43,44,90,34,10,NIVEL_3_REPETICION_MODERADA
43,44,90,55,10,NIVEL_3_REPETICION_MODERADA
43,44,90,41,10,NIVEL_3_REPETICION_MODERADA
43,44,90,67,10,NIVEL_3_REPETICION_MODERADA
43,44,90,23,10,NIVEL_3_REPETICION_MODERADA
43,44,90,12,10,NIVEL_3_REPETICION_MODERADA
43,44,90,84,10,NIVEL_3_REPETICION_MODERADA
43,81,85,74,10,NIVEL_3_REPETICION_MODERADA
43,81,85,5,10,NIVEL_3_REPETICION_MODERADA
43,81,85,10,10,NIVEL_3_REPETICION_MODERADA
43,81,85,50,10,NIVEL_3_REPETICION_MODERADA
33,82,37,2,10,NIVEL_3_REPETICION_MODERADA
33,82,37,71,10,NIVEL_3_REPETICION_MODERADA
33,82,37,77,10,NIVEL_3_REPETICION_MODERADA
33,82,37,69,10,NIVEL_3_REPETICION_MODERADA
33,82,37,28,10,NIVEL_3_REPETICION_MODERADA
40,72,26,27,10,NIVEL_3_REPETICION_MODERADA
40,72,34,34,10,NIVEL_3_REPETICION_MODERADA
34,76,92,51,10,NIVEL_3_REPETICION_MODERADA
34,76,92,7,10,NIVEL_3_REPETICION_MODERADA
34,76,92,13,10,NIVEL_3_REPETICION_MODERADA
49,35,42,68,10,NIVEL_3_REPETICION_MODERADA
49,35,42,37,10,NIVEL_3_REPETICION_MODERADA
49,35,42,1,10,NIVEL_3_REPETICION_MODERADA
49,35,42,39,10,NIVEL_3_REPETICION_MODERADA
49,35,42,42,10,NIVEL_3_REPETICION_MODERADA
49,35,42,5,10,NIVEL_3_REPETICION_MODERADA
47,79,88,32,10,NIVEL_3_REPETICION_MODERADA
31,3,83,15,10,NIVEL_3_REPETICION_MODERADA
31,3,83,17,10,NIVEL_3_REPETICION_MODERADA
31,3,83,62,10,NIVEL_3_REPETICION_MODERADA
31,3,83,21,10,NIVEL_3_REPETICION_MODERADA
31,3,83,37,10,NIVEL_3_REPETICION_MODERADA
31,3,83,85,10,NIVEL_3_REPETICION_MODERADA
31,3,83,16,10,NIVEL_3_REPETICION_MODERADA
31,3,83,26,10,NIVEL_3_REPETICION_MODERADA
31,3,83,79,10,NIVEL_3_REPETICION_MODERADA
31,3,83,18,10,NIVEL_3_REPETICION_MODERADA
44,22,90,10,10,NIVEL_3_REPETICION_MODERADA
44,22,90,13,10,NIVEL_3_REPETICION_MODERADA
44,70,90,10,10,NIVEL_3_REPETICION_MODERADA
44,70,90,13,10,NIVEL_3_REPETICION_MODERADA
48,73,28,59,10,NIVEL_3_REPETICION_MODERADA
48,73,28,75,10,NIVEL_3_REPETICION_MODERADA
48,73,28,56,10,NIVEL_3_REPETICION_MODERADA
28,53,22,35,10,NIVEL_3_REPETICION_MODERADA
38,63,35,36,10,NIVEL_3_REPETICION_MODERADA
35,86,46,5,10,NIVEL_3_REPETICION_MODERADA
46,90,35,5,10,NIVEL_3_REPETICION_MODERADA
44,75,62,93,10,NIVEL_3_REPETICION_MODERADA
48,73,87,46,10,NIVEL_3_REPETICION_MODERADA
48,73,87,31,10,NIVEL_3_REPETICION_MODERADA
48,73,87,3,10,NIVEL_3_REPETICION_MODERADA
48,73,87,67,10,NIVEL_3_REPETICION_MODERADA
48,73,87,24,10,NIVEL_3_REPETICION_MODERADA
46,58,84,43,10,NIVEL_3_REPETICION_MODERADA
46,58,84,14,10,NIVEL_3_REPETICION_MODERADA
46,58,84,46,10,NIVEL_3_REPETICION_MODERADA
46,58,84,66,10,NIVEL_3_REPETICION_MODERADA
26,27,76,83,10,NIVEL_3_REPETICION_MODERADA
44,59,34,36,10,NIVEL_3_REPETICION_MODERADA
39,41,89,42,10,NIVEL_3_REPETICION_MODERADA
41,29,35,90,10,NIVEL_3_REPETICION_MODERADA
41,29,35,68,10,NIVEL_3_REPETICION_MODERADA
41,29,35,81,10,NIVEL_3_REPETICION_MODERADA
41,93,97,47,10,NIVEL_3_REPETICION_MODERADA
39,9,42,33,10,NIVEL_3_REPETICION_MODERADA
39,41,12,21,10,NIVEL_3_REPETICION_MODERADA
39,41,12,75,10,NIVEL_3_REPETICION_MODERADA
39,41,12,6,10,NIVEL_3_REPETICION_MODERADA
39,62,75,96,10,NIVEL_3_REPETICION_MODERADA
39,62,75,11,10,NIVEL_3_REPETICION_MODERADA
39,62,75,88,10,NIVEL_3_REPETICION_MODERADA
39,62,75,85,10,NIVEL_3_REPETICION_MODERADA
39,62,75,19,10,NIVEL_3_REPETICION_MODERADA
39,62,75,78,10,NIVEL_3_REPETICION_MODERADA
39,62,75,7,10,NIVEL_3_REPETICION_MODERADA
39,62,75,16,10,NIVEL_3_REPETICION_MODERADA
39,62,75,17,10,NIVEL_3_REPETICION_MODERADA
39,62,75,52,10,NIVEL_3_REPETICION_MODERADA
43,81,52,59,10,NIVEL_3_REPETICION_MODERADA
43,81,52,40,10,NIVEL_3_REPETICION_MODERADA
46,90,29,10,10,NIVEL_3_REPETICION_MODERADA
46,90,29,8,10,NIVEL_3_REPETICION_MODERADA
46,90,29,77,10,NIVEL_3_REPETICION_MODERADA
46,90,29,16,10,NIVEL_3_REPETICION_MODERADA
46,90,29,18,10,NIVEL_3_REPETICION_MODERADA
46,90,29,39,10,NIVEL_3_REPETICION_MODERADA
46,90,29,62,10,NIVEL_3_REPETICION_MODERADA
46,58,84,6,10,NIVEL_3_REPETICION_MODERADA
46,58,94,4,10,NIVEL_3_REPETICION_MODERADA
42,7,9,26,10,NIVEL_3_REPETICION_MODERADA
42,7,9,22,10,NIVEL_3_REPETICION_MODERADA
36,32,45,38,10,NIVEL_3_REPETICION_MODERADA
28,53,29,23,10,NIVEL_3_REPETICION_MODERADA
28,53,29,83,10,NIVEL_3_REPETICION_MODERADA
38,63,29,92,10,NIVEL_3_REPETICION_MODERADA
38,63,29,13,10,NIVEL_3_REPETICION_MODERADA
38,63,29,41,10,NIVEL_3_REPETICION_MODERADA
26,27,76,33,10,NIVEL_3_REPETICION_MODERADA
51,34,26,45,10,NIVEL_3_REPETICION_MODERADA
51,34,26,40,10,NIVEL_3_REPETICION_MODERADA
51,34,26,39,10,NIVEL_3_REPETICION_MODERADA
51,34,26,41,10,NIVEL_3_REPETICION_MODERADA
51,34,26,93,10,NIVEL_3_REPETICION_MODERADA
40,51,21,63,10,NIVEL_3_REPETICION_MODERADA
40,51,21,80,10,NIVEL_3_REPETICION_MODERADA
40,51,21,23,10,NIVEL_3_REPETICION_MODERADA
40,51,21,41,10,NIVEL_3_REPETICION_MODERADA
40,51,21,76,10,NIVEL_3_REPETICION_MODERADA
40,51,21,85,10,NIVEL_3_REPETICION_MODERADA
40,51,21,35,10,NIVEL_3_REPETICION_MODERADA
40,51,21,93,10,NIVEL_3_REPETICION_MODERADA
40,51,21,18,10,NIVEL_3_REPETICION_MODERADA
40,51,21,11,10,NIVEL_3_REPETICION_MODERADA
46,37,65,40,10,NIVEL_3_REPETICION_MODERADA
46,37,65,81,10,NIVEL_3_REPETICION_MODERADA
46,37,65,5,10,NIVEL_3_REPETICION_MODERADA
46,37,65,19,10,NIVEL_3_REPETICION_MODERADA
46,37,65,94,10,NIVEL_3_REPETICION_MODERADA
44,22,70,72,10,NIVEL_3_REPETICION_MODERADA
44,22,70,2,10,NIVEL_3_REPETICION_MODERADA
44,22,70,79,10,NIVEL_3_REPETICION_MODERADA
44,22,70,50,10,NIVEL_3_REPETICION_MODERADA
44,22,70,89,10,NIVEL_3_REPETICION_MODERADA
44,22,70,17,10,NIVEL_3_REPETICION_MODERADA
40,67,79,43,10,NIVEL_3_REPETICION_MODERADA
40,67,79,50,10,NIVEL_3_REPETICION_MODERADA
40,67,79,58,10,NIVEL_3_REPETICION_MODERADA
40,67,79,36,10,NIVEL_3_REPETICION_MODERADA
40,67,79,54,10,NIVEL_3_REPETICION_MODERADA
40,67,79,32,10,NIVEL_3_REPETICION_MODERADA
40,67,79,3,10,NIVEL_3_REPETICION_MODERADA
40,67,79,9,10,NIVEL_3_REPETICION_MODERADA
40,67,79,81,10,NIVEL_3_REPETICION_MODERADA
40,67,79,48,10,NIVEL_3_REPETICION_MODERADA
34,76,92,16,10,NIVEL_3_REPETICION_MODERADA
46,37,82,24,10,NIVEL_3_REPETICION_MODERADA
46,37,82,97,10,NIVEL_3_REPETICION_MODERADA
46,37,82,52,10,NIVEL_3_REPETICION_MODERADA
46,37,82,99,10,NIVEL_3_REPETICION_MODERADA
46,37,82,46,10,NIVEL_3_REPETICION_MODERADA
46,37,82,60,10,NIVEL_3_REPETICION_MODERADA
46,37,82,18,10,NIVEL_3_REPETICION_MODERADA
46,37,82,3,10,NIVEL_3_REPETICION_MODERADA
46,37,82,56,10,NIVEL_3_REPETICION_MODERADA
46,37,82,41,10,NIVEL_3_REPETICION_MODERADA
46,37,82,1,10,NIVEL_3_REPETICION_MODERADA
46,90,42,7,10,NIVEL_3_REPETICION_MODERADA
36,32,45,86,10,NIVEL_3_REPETICION_MODERADA
36,48,97,79,10,NIVEL_3_REPETICION_MODERADA
46,90,7,36,10,NIVEL_3_REPETICION_MODERADA
46,90,7,63,10,NIVEL_3_REPETICION_MODERADA
46,90,7,55,10,NIVEL_3_REPETICION_MODERADA
39,9,22,3,10,NIVEL_3_REPETICION_MODERADA
39,9,22,9,10,NIVEL_3_REPETICION_MODERADA
41,29,42,51,10,NIVEL_3_REPETICION_MODERADA
41,29,42,9,10,NIVEL_3_REPETICION_MODERADA
41,29,42,29,10,NIVEL_3_REPETICION_MODERADA
42,71,41,51,10,NIVEL_3_REPETICION_MODERADA
42,71,41,9,10,NIVEL_3_REPETICION_MODERADA
42,71,41,29,10,NIVEL_3_REPETICION_MODERADA
43,44,22,44,10,NIVEL_3_REPETICION_MODERADA
43,44,22,18,10,NIVEL_3_REPETICION_MODERADA
43,44,22,41,10,NIVEL_3_REPETICION_MODERADA
43,44,22,25,10,NIVEL_3_REPETICION_MODERADA
43,44,22,54,10,NIVEL_3_REPETICION_MODERADA
43,44,22,39,10,NIVEL_3_REPETICION_MODERADA
43,44,22,67,10,NIVEL_3_REPETICION_MODERADA
43,44,22,78,10,NIVEL_3_REPETICION_MODERADA
43,44,22,83,10,NIVEL_3_REPETICION_MODERADA
41,29,35,59,10,NIVEL_3_REPETICION_MODERADA
28,53,35,16,10,NIVEL_3_REPETICION_MODERADA
28,53,9,27,10,NIVEL_3_REPETICION_MODERADA
28,53,9,67,10,NIVEL_3_REPETICION_MODERADA
28,53,9,8,10,NIVEL_3_REPETICION_MODERADA
28,53,9,57,10,NIVEL_3_REPETICION_MODERADA
28,53,9,69,10,NIVEL_3_REPETICION_MODERADA
28,53,9,92,10,NIVEL_3_REPETICION_MODERADA
28,53,9,85,10,NIVEL_3_REPETICION_MODERADA
38,100,10,25,10,NIVEL_3_REPETICION_MODERADA
38,100,10,99,10,NIVEL_3_REPETICION_MODERADA
38,100,10,78,10,NIVEL_3_REPETICION_MODERADA
38,100,10,76,10,NIVEL_3_REPETICION_MODERADA
38,100,10,34,10,NIVEL_3_REPETICION_MODERADA
38,100,10,74,10,NIVEL_3_REPETICION_MODERADA
38,100,10,43,10,NIVEL_3_REPETICION_MODERADA
38,100,10,32,10,NIVEL_3_REPETICION_MODERADA
38,100,10,37,10,NIVEL_3_REPETICION_MODERADA
38,100,10,31,10,NIVEL_3_REPETICION_MODERADA
38,100,10,3,10,NIVEL_3_REPETICION_MODERADA
38,100,10,17,10,NIVEL_3_REPETICION_MODERADA
38,100,10,2,10,NIVEL_3_REPETICION_MODERADA
38,100,10,24,10,NIVEL_3_REPETICION_MODERADA
38,100,10,68,10,NIVEL_3_REPETICION_MODERADA
32,77,23,69,10,NIVEL_3_REPETICION_MODERADA
39,9,7,2,10,NIVEL_3_REPETICION_MODERADA
39,9,7,21,10,NIVEL_3_REPETICION_MODERADA
39,9,7,80,10,NIVEL_3_REPETICION_MODERADA
39,9,7,12,10,NIVEL_3_REPETICION_MODERADA
39,9,7,13,10,NIVEL_3_REPETICION_MODERADA
39,9,7,5,10,NIVEL_3_REPETICION_MODERADA
39,9,7,33,10,NIVEL_3_REPETICION_MODERADA
39,9,7,10,10,NIVEL_3_REPETICION_MODERADA
39,9,7,76,10,NIVEL_3_REPETICION_MODERADA
