case_date,fuerte,origin,confirmer,first_day_offset,first_date,first_lottery,first_draw_position,first_position_label,total_appearances,distinct_days,distinct_lotteries,source_reference
2019-07-24,7,42,9,2,2019-07-26,Quiniela Leidsa,1,1ro,2,2,2,116735
2019-07-24,7,42,70,2,2019-07-26,Quiniela Leidsa,1,1ro,2,2,2,116735
2019-07-24,50,42,5,5,2019-07-29,New York 2:30,1,1ro,1,1,1,47625
2019-07-27,11,35,91,1,2019-07-28,New York 2:30,1,1ro,4,4,3,47626
2019-07-27,90,46,35,5,2019-08-01,Quiniela Leidsa,2,2do,2,2,2,116729
2019-07-29,10,37,1,2,2019-07-31,New York 10:30,1,1ro,2,2,2,50086
2019-07-30,93,41,97,6,2019-08-05,Quiniela Real,1,1ro,1,1,1,36035
2019-08-01,23,42,73,2,2019-08-03,Quiniela Leidsa,3,3ro,1,1,1,116727
2019-08-01,71,42,89,1,2019-08-02,Gana Mas,2,2do,3,3,3,163137
2019-08-04,12,43,71,1,2019-08-05,Quiniela Real,3,3ro,1,1,1,36035
2019-08-04,60,43,6,1,2019-08-05,Gana Mas,3,3ro,2,2,2,163134
2019-08-06,72,40,34,1,2019-08-07,Gana Mas,3,3ro,2,2,2,163132
2019-08-06,72,40,59,1,2019-08-07,Gana Mas,3,3ro,2,2,2,163132
2019-08-07,53,28,29,4,2019-08-11,Quiniela Loteka,2,2do,1,1,1,1278
2019-08-09,96,54,15,1,2019-08-10,Quiniela Real,1,1ro,1,1,1,36030
2019-08-10,77,32,73,5,2019-08-15,Quiniela Loteka,1,1ro,1,1,1,1274
2019-08-11,29,41,9,1,2019-08-12,Gana Mas,2,2do,2,2,2,163127
2019-08-11,42,37,9,2,2019-08-13,Quiniela Leidsa,2,2do,2,2,2,116717
2019-08-11,89,48,41,1,2019-08-12,Quiniela Loteka,3,3ro,3,2,3,1277
2019-08-11,93,41,48,1,2019-08-12,New York 10:30,2,2do,1,1,1,50074
2019-08-12,85,36,52,2,2019-08-14,Quiniela Real,1,1ro,1,1,1,36026
2019-08-13,84,47,94,1,2019-08-14,New York 2:30,3,3ro,3,2,3,47609
2019-08-14,52,38,85,3,2019-08-17,Loteria Nacional,2,2do,1,1,1,109192
2019-08-15,87,33,77,6,2019-08-21,New York 10:30,3,3ro,2,2,2,50065
2019-08-17,71,42,12,1,2019-08-18,Quiniela Loteka,3,3ro,1,1,1,1271
2019-08-18,22,44,7,2,2019-08-20,New York 2:30,1,1ro,2,2,1,47603
2019-08-21,80,45,8,4,2019-08-25,New York 2:30,3,3ro,2,1,2,47598
2019-08-26,50,42,5,3,2019-08-29,Quiniela Leidsa,2,2do,5,2,4,116701
2019-08-27,28,43,77,5,2019-09-01,Quiniela Leidsa,1,1ro,1,1,1,116698
2019-08-27,44,43,53,4,2019-08-31,Gana Mas,2,2do,1,1,1,163109
2019-08-27,44,43,63,4,2019-08-31,Gana Mas,2,2do,1,1,1,163109
2019-08-28,10,37,1,1,2019-08-29,Gana Mas,2,2do,5,4,3,163111
2019-08-28,42,37,29,4,2019-09-01,Quiniela Real,2,2do,1,1,1,36008
2019-09-03,40,49,4,5,2019-09-08,Quiniela Loteka,3,3ro,1,1,1,1250
2019-09-07,34,51,59,3,2019-09-10,Loteria Nacional,3,3ro,3,3,3,109168
2019-09-07,91,44,57,1,2019-09-08,Quiniela Real,1,1ro,3,3,3,36001
2019-09-08,11,35,91,2,2019-09-10,Quiniela Real,2,2do,2,2,2,35999
2019-09-08,53,28,35,2,2019-09-10,New York 10:30,2,2do,2,2,2,50045
2019-09-11,42,37,22,1,2019-09-12,New York 2:30,2,2do,2,2,2,47580
2019-09-11,65,52,37,7,2019-09-18,Quiniela Leidsa,2,2do,1,1,1,116681
2019-09-11,76,34,27,3,2019-09-14,Loteria Nacional,1,1ro,2,2,1,109164
2019-09-12,76,34,68,2,2019-09-14,Loteria Nacional,1,1ro,2,2,1,109164
2019-09-14,16,27,25,5,2019-09-19,Quiniela Loteka,1,1ro,1,1,1,1239
2019-09-15,56,40,89,3,2019-09-18,Quiniela Real,3,3ro,2,2,2,35991
2019-09-16,60,43,6,4,2019-09-20,Quiniela Leidsa,2,2do,2,2,2,116679
2019-09-19,9,39,70,3,2019-09-22,Quiniela Leidsa,3,3ro,3,3,2,116677
2019-09-19,25,30,16,3,2019-09-22,Quiniela Real,1,1ro,1,1,1,35987
2019-09-20,7,42,35,6,2019-09-26,Quiniela Real,2,2do,1,1,1,35983
2019-09-20,11,35,57,5,2019-09-25,New York 2:30,1,1ro,1,1,1,47567
2019-09-20,86,35,19,1,2019-09-21,New York 2:30,3,3ro,3,3,2,47571
2019-09-21,87,33,28,4,2019-09-25,Loteria Nacional,2,2do,1,1,1,109154
2019-09-21,87,33,77,4,2019-09-25,Loteria Nacional,2,2do,1,1,1,109154
2019-09-22,57,30,91,5,2019-09-27,Gana Mas,2,2do,3,2,3,163085
2019-09-23,76,34,27,2,2019-09-25,Loteria Nacional,3,3ro,2,2,2,109154
2019-09-23,87,33,23,2,2019-09-25,Loteria Nacional,2,2do,1,1,1,109154
2019-09-25,69,45,11,2,2019-09-27,New York 2:30,1,1ro,3,2,2,47565
2019-09-25,80,45,8,2,2019-09-27,New York 10:30,1,1ro,2,2,2,50028
2019-09-26,26,28,59,3,2019-09-29,New York 2:30,1,1ro,2,2,2,47563
2019-09-28,69,45,57,4,2019-10-02,Loteria Nacional,2,2do,2,1,1,109147
2019-09-28,69,45,91,4,2019-10-02,Loteria Nacional,2,2do,2,1,1,109147
2019-09-29,27,26,92,3,2019-10-02,Quiniela Real,3,3ro,1,1,1,35977
2019-09-30,56,40,71,2,2019-10-02,Quiniela Loteka,3,3ro,2,2,1,1226
2019-10-02,87,33,77,1,2019-10-03,Quiniela Leidsa,3,3ro,3,3,2,116666
2019-10-03,56,40,89,4,2019-10-07,Quiniela Loteka,3,3ro,4,3,2,1221
2019-10-06,35,49,70,5,2019-10-11,Loteria Nacional,2,2do,1,1,1,109138
2019-10-08,12,43,56,4,2019-10-12,Gana Mas,1,1ro,2,1,2,163070
2019-10-08,17,34,13,2,2019-10-10,Loteria Nacional,2,2do,2,2,1,109139
2019-10-09,57,30,91,7,2019-10-16,Loteria Nacional,2,2do,1,1,1,109133
2019-10-14,3,31,30,7,2019-10-21,New York 10:30,3,3ro,1,1,1,50004
2019-10-15,7,42,22,4,2019-10-19,Quiniela Loteka,2,2do,2,2,2,1209
2019-10-19,91,44,69,2,2019-10-21,New York 10:30,2,2do,1,1,1,50004
2019-10-22,89,48,71,1,2019-10-23,Quiniela Loteka,1,1ro,4,3,3,1205
2019-10-23,3,31,30,3,2019-10-26,Loteria Nacional,2,2do,3,3,3,109123
2019-10-24,3,31,30,2,2019-10-26,Loteria Nacional,2,2do,3,3,3,109123
2019-10-25,27,26,76,1,2019-10-26,New York 10:30,3,3ro,1,1,1,49999
2019-10-25,29,41,53,4,2019-10-29,Gana Mas,3,3ro,4,3,2,163053
2019-10-26,63,38,53,6,2019-11-01,Quiniela Leidsa,1,1ro,1,1,1,116637
2019-10-26,63,38,90,6,2019-11-01,Quiniela Leidsa,1,1ro,1,1,1,116637
2019-10-29,34,51,59,7,2019-11-05,New York 10:30,1,1ro,1,1,1,49989
2019-10-31,44,43,29,2,2019-11-02,Quiniela Leidsa,2,2do,1,1,1,116636
2019-11-03,29,41,63,3,2019-11-06,Loteria Nacional,3,3ro,1,1,1,109112
2019-11-03,88,31,79,6,2019-11-09,Loteria Nacional,1,1ro,1,1,1,109109
2019-11-09,29,41,63,2,2019-11-11,Quiniela Loteka,3,3ro,1,1,1,1186
2019-11-09,67,40,88,1,2019-11-10,Quiniela Real,3,3ro,4,3,3,35938
2019-11-12,23,42,77,3,2019-11-15,Quiniela Real,3,3ro,2,2,2,35933
2019-11-13,20,38,2,6,2019-11-19,Loteria Nacional,2,2do,1,1,1,109099
2019-11-14,53,28,22,1,2019-11-15,Quiniela Loteka,3,3ro,1,1,1,1182
2019-11-14,90,46,22,1,2019-11-15,Loteria Nacional,3,3ro,2,2,1,109103
2019-11-16,96,54,15,1,2019-11-17,Loteria Nacional,3,3ro,3,3,2,109101
2019-11-17,29,41,22,1,2019-11-18,Loteria Nacional,3,3ro,1,1,1,109100
2019-11-19,72,40,26,3,2019-11-22,Quiniela Loteka,3,3ro,1,1,1,1175
2019-11-21,71,42,89,5,2019-11-26,Gana Mas,3,3ro,1,1,1,163027
2019-11-22,29,41,9,3,2019-11-25,Loteria Nacional,2,2do,1,1,1,109093
2019-11-22,29,41,63,3,2019-11-25,Loteria Nacional,2,2do,1,1,1,109093
2019-11-23,35,49,53,3,2019-11-26,Quiniela Real,1,1ro,1,1,1,35922
2019-11-25,79,47,67,1,2019-11-26,Loteria Nacional,3,3ro,2,2,2,109092
2019-11-26,94,39,84,5,2019-12-01,Gana Mas,1,1ro,3,2,3,163022
2019-11-27,93,41,48,5,2019-12-02,Quiniela Leidsa,3,3ro,4,3,4,116606
2019-12-04,53,28,70,1,2019-12-05,Loteria Nacional,1,1ro,1,1,1,109083
2019-12-05,7,42,29,2,2019-12-07,Quiniela Real,2,2do,5,3,4,35911
2019-12-05,7,42,53,2,2019-12-07,Quiniela Real,2,2do,5,3,4,35911
2019-12-07,27,26,68,4,2019-12-11,Loteria Nacional,2,2do,4,2,3,109077
2019-12-07,27,26,92,4,2019-12-11,Loteria Nacional,2,2do,4,2,3,109077
2019-12-08,76,34,68,5,2019-12-13,Gana Mas,1,1ro,1,1,1,163011
2019-12-10,12,43,56,2,2019-12-12,Loteria Nacional,1,1ro,1,1,1,109076
2019-12-10,28,43,73,7,2019-12-17,New York 2:30,3,3ro,1,1,1,47484
2019-12-10,41,39,56,1,2019-12-11,Quiniela Real,2,2do,1,1,1,35907
2019-12-13,44,43,35,6,2019-12-19,Quiniela Real,2,2do,1,1,1,35899
2019-12-13,92,43,27,6,2019-12-19,Quiniela Loteka,2,2do,2,2,2,1148
2019-12-13,92,43,76,6,2019-12-19,Quiniela Loteka,2,2do,2,2,2,1148
2019-12-14,85,36,52,6,2019-12-20,Gana Mas,3,3ro,2,1,2,163004
2019-12-16,34,51,72,2,2019-12-18,Quiniela Loteka,1,1ro,1,1,1,1149
2019-12-19,48,36,93,1,2019-12-20,New York 2:30,1,1ro,2,2,1,47481
2019-12-20,77,32,73,2,2019-12-22,Quiniela Real,1,1ro,1,1,1,35896
2019-12-20,89,48,12,3,2019-12-23,Loteria Nacional,2,2do,1,1,1,109065
2019-12-24,79,47,88,1,2019-12-25,New York 10:30,3,3ro,4,4,4,49939
2019-12-27,1,34,10,7,2020-01-03,Quiniela Real,2,2do,1,1,1,35884
2019-12-27,42,37,35,1,2019-12-28,Quiniela Real,2,2do,1,1,1,35890
2019-12-28,54,35,14,3,2019-12-31,Quiniela Real,2,2do,2,2,2,35887
2020-01-06,26,28,72,1,2020-01-07,Gana Mas,3,3ro,3,3,2,162990
2020-01-07,9,39,44,4,2020-01-11,Quiniela Loteka,2,2do,1,1,1,1130
2020-01-07,90,46,44,2,2020-01-09,Gana Mas,1,1ro,1,1,1,162988
2020-01-07,91,44,69,3,2020-01-10,Gana Mas,2,2do,4,3,3,162987
2020-01-07,94,39,58,1,2020-01-08,Quiniela Real,1,1ro,2,2,2,35879
2020-01-08,73,48,23,6,2020-01-14,New York 10:30,3,3ro,1,1,1,49919
2020-01-10,8,40,80,2,2020-01-12,Loteria Nacional,3,3ro,3,3,2,109049
2020-01-10,77,32,23,6,2020-01-16,New York 10:30,3,3ro,1,1,1,49917
2020-01-20,31,38,74,1,2020-01-21,New York 2:30,2,2do,2,2,1,47449
2020-01-20,52,38,85,4,2020-01-24,New York 10:30,2,2do,1,1,1,49909
2020-01-20,63,38,44,6,2020-01-26,New York 2:30,2,2do,2,2,2,47444
2020-01-22,31,38,74,3,2020-01-25,New York 2:30,1,1ro,3,3,3,47445
2020-01-22,52,38,85,2,2020-01-24,New York 10:30,2,2do,1,1,1,49909
2020-01-22,63,38,70,4,2020-01-26,New York 2:30,2,2do,2,2,2,47444
2020-01-26,70,44,7,7,2020-02-02,New York 2:30,3,3ro,1,1,1,47437
2020-01-29,75,44,62,3,2020-02-01,Loteria Nacional,2,2do,2,2,2,109030
2020-01-30,71,42,89,3,2020-02-02,Quiniela Leidsa,3,3ro,2,2,2,116551
2020-01-31,2,33,20,6,2020-02-06,New York 2:30,2,2do,1,1,1,47433
2020-02-02,73,48,23,3,2020-02-05,New York 10:30,2,2do,1,1,1,49897
2020-02-08,54,35,14,3,2020-02-11,Quiniela Leidsa,2,2do,1,1,1,116545
2020-02-08,80,45,8,4,2020-02-12,Quiniela Real,1,1ro,1,1,1,35844
2020-02-09,40,49,4,2,2020-02-11,New York 10:30,2,2do,1,1,1,49891
2020-02-11,35,49,63,2,2020-02-13,Quiniela Leidsa,1,1ro,4,3,4,116543
2020-02-13,11,35,57,4,2020-02-17,Quiniela Real,3,3ro,2,2,2,35840
2020-02-17,11,35,69,2,2020-02-19,Quiniela Leidsa,3,3ro,1,1,1,116538
2020-02-17,77,32,23,4,2020-02-21,Gana Mas,1,1ro,1,1,1,162949
2020-02-21,11,35,91,4,2020-02-25,Quiniela Leidsa,1,1ro,1,1,1,116532
2020-02-21,28,43,77,1,2020-02-22,Loteria Nacional,3,3ro,2,1,2,109010
2020-02-21,92,43,27,1,2020-02-22,Loteria Nacional,1,1ro,3,2,3,109010
2020-02-23,44,43,63,7,2020-03-01,Gana Mas,3,3ro,1,1,1,162941
2020-02-24,58,46,84,6,2020-03-01,New York 10:30,1,1ro,1,1,1,49872
2020-02-24,90,46,63,1,2020-02-25,Quiniela Loteka,1,1ro,3,3,2,1090
2020-02-25,35,49,90,4,2020-02-29,Quiniela Loteka,3,3ro,1,1,1,1086
2020-02-27,48,36,97,2,2020-02-29,New York 10:30,3,3ro,3,2,3,49873
2020-02-28,2,33,20,2,2020-03-01,New York 2:30,2,2do,3,2,3,47409
2020-02-28,87,33,23,1,2020-02-29,Loteria Nacional,2,2do,3,2,3,109004
2020-03-01,56,40,71,7,2020-03-08,Gana Mas,1,1ro,1,1,1,162935
2020-03-02,22,44,90,4,2020-03-06,New York 10:30,1,1ro,1,1,1,49867
2020-03-02,70,44,90,4,2020-03-06,Quiniela Real,3,3ro,2,2,2,35822
2020-03-03,4,47,40,5,2020-03-08,New York 10:30,1,1ro,2,2,2,49865
2020-03-08,29,41,70,4,2020-03-12,New York 2:30,1,1ro,1,1,1,47398
2020-03-10,53,28,70,2,2020-03-12,New York 2:30,2,2do,4,4,3,47398
2020-03-11,8,40,80,6,2020-03-17,New York 2:30,3,3ro,2,2,2,47393
2020-03-11,85,36,81,4,2020-03-15,New York 10:30,1,1ro,2,2,2,49858
2020-03-14,9,39,53,6,2020-03-20,New York 2:30,1,1ro,1,1,1,47390
2020-03-14,44,43,53,2,2020-03-16,Gana Mas,1,1ro,1,1,1,162928
2020-03-16,42,37,44,1,2020-03-17,Quiniela Loteka,3,3ro,3,2,3,1072
2020-03-16,73,48,77,2,2020-03-18,Quiniela Leidsa,1,1ro,2,2,2,116513
2020-04-03,35,49,90,7,2020-04-10,New York 10:30,1,1ro,1,1,1,49832
2020-04-25,69,45,57,6,2020-05-01,Quiniela Loteka,2,2do,2,2,2,1060
2020-05-03,29,41,7,3,2020-05-06,Quiniela Loteka,1,1ro,2,2,2,1057
2020-05-03,42,37,7,3,2020-05-06,New York 2:30,2,2do,2,2,1,47343
2020-05-28,76,34,68,7,2020-06-04,Loteria Nacional,2,2do,1,1,1,108985
2020-06-03,22,44,63,6,2020-06-09,Quiniela Loteka,3,3ro,1,1,1,1045
2020-06-03,70,44,63,3,2020-06-06,Quiniela Leidsa,3,3ro,2,2,2,116490
2020-06-07,58,46,94,3,2020-06-10,New York 10:30,2,2do,2,2,2,49771
2020-06-08,85,36,52,2,2020-06-10,Quiniela Leidsa,1,1ro,1,1,1,116486
2020-06-09,28,43,87,4,2020-06-13,Gana Mas,2,2do,3,3,2,162916
2020-06-09,94,39,84,4,2020-06-13,Loteria Nacional,1,1ro,1,1,1,108976
2020-06-10,7,42,29,7,2020-06-17,Gana Mas,1,1ro,1,1,1,162912
2020-06-10,15,29,96,3,2020-06-13,Quiniela Real,2,2do,2,2,1,35800
2020-06-10,52,38,85,1,2020-06-11,Quiniela Real,3,3ro,4,3,4,35802
2020-06-11,44,43,70,3,2020-06-14,New York 10:30,3,3ro,2,1,2,49767
2020-06-14,70,44,35,1,2020-06-15,Loteria Nacional,1,1ro,2,2,2,108974
2020-06-16,42,37,29,6,2020-06-22,Loteria Nacional,2,2do,1,1,1,108967
2020-06-18,76,34,27,1,2020-06-19,Quiniela Leidsa,1,1ro,1,1,1,116477
2020-06-20,65,52,37,1,2020-06-21,Gana Mas,1,1ro,3,2,2,162909
2020-06-21,92,43,68,5,2020-06-26,New York 2:30,1,1ro,1,1,1,47292
2020-06-22,44,43,9,1,2020-06-23,Quiniela Leidsa,1,1ro,4,3,3,116473
2020-06-22,60,43,6,4,2020-06-26,Quiniela Leidsa,3,3ro,2,2,2,116470
2020-06-23,22,44,7,1,2020-06-24,Quiniela Leidsa,2,2do,2,2,1,116472
2020-06-23,22,44,9,1,2020-06-24,Quiniela Leidsa,2,2do,2,2,1,116472
2020-06-23,70,44,7,2,2020-06-25,New York 2:30,3,3ro,2,2,1,47293
2020-06-23,70,44,9,2,2020-06-25,New York 2:30,3,3ro,2,2,1,47293
2020-06-24,94,39,58,2,2020-06-26,Loteria Nacional,1,1ro,2,2,2,108963
2020-06-27,27,26,68,3,2020-06-30,Loteria Nacional,3,3ro,3,1,3,108959
2020-06-27,41,39,71,5,2020-07-02,Loteria Nacional,2,2do,4,2,3,108957
2020-06-28,82,33,65,7,2020-07-05,New York 10:30,1,1ro,1,1,1,49746
2020-06-29,19,40,86,7,2020-07-06,Quiniela Leidsa,1,1ro,1,1,1,116462
2020-07-01,76,34,68,1,2020-07-02,New York 2:30,1,1ro,2,2,2,47286
2020-07-02,29,41,7,1,2020-07-03,Quiniela Real,3,3ro,2,2,2,35780
2020-07-03,29,41,9,1,2020-07-04,New York 2:30,2,2do,1,1,1,47284
2020-07-06,12,43,89,1,2020-07-07,Quiniela Leidsa,2,2do,2,2,2,116461
2020-07-07,94,39,84,2,2020-07-09,Loteria Nacional,2,2do,1,1,1,108951
2020-07-08,87,33,77,3,2020-07-11,New York 2:30,3,3ro,4,3,2,47277
2020-07-10,59,44,26,3,2020-07-13,Quiniela Loteka,1,1ro,2,2,2,1014
2020-07-11,4,47,40,3,2020-07-14,Gana Mas,1,1ro,3,2,3,162887
2020-07-12,28,43,73,2,2020-07-14,Quiniela Real,3,3ro,2,2,2,35770
2020-07-15,12,43,89,6,2020-07-21,Loteria Nacional,3,3ro,1,1,1,108939
2020-07-15,44,43,42,2,2020-07-17,Quiniela Leidsa,1,1ro,1,1,1,116451
2020-07-15,68,47,92,5,2020-07-20,Quiniela Loteka,1,1ro,1,1,1,1007
2020-07-15,71,42,89,1,2020-07-16,New York 10:30,2,2do,3,3,3,49735
2020-07-19,84,47,94,5,2020-07-24,Quiniela Real,3,3ro,2,2,2,35760
2020-07-20,76,34,68,3,2020-07-23,New York 2:30,2,2do,1,1,1,47265
2020-07-26,8,40,80,2,2020-07-28,Gana Mas,2,2do,2,1,2,162873
2020-07-27,12,43,89,3,2020-07-30,Quiniela Real,1,1ro,1,1,1,35754
2020-07-27,28,43,23,4,2020-07-31,Quiniela Loteka,3,3ro,1,1,1,996
2020-07-29,35,49,44,5,2020-08-03,New York 2:30,3,3ro,1,1,1,47254
2020-08-01,29,41,9,2,2020-08-03,Gana Mas,3,3ro,3,2,3,162868
2020-08-06,28,43,87,7,2020-08-13,Loteria Nacional,3,3ro,2,1,2,108916
2020-08-06,44,43,29,1,2020-08-07,Loteria Nacional,1,1ro,2,2,2,108922
2020-08-06,44,43,63,1,2020-08-07,Loteria Nacional,1,1ro,2,2,2,108922
2020-08-10,7,42,29,1,2020-08-11,Quiniela Loteka,2,2do,2,2,2,987
2020-08-10,34,51,59,6,2020-08-16,Quiniela Real,2,2do,1,1,1,35737
2020-08-14,74,46,31,6,2020-08-20,Quiniela Loteka,2,2do,1,1,1,978
2020-08-16,27,26,92,7,2020-08-23,Quiniela Leidsa,3,3ro,1,1,1,116416
2020-08-21,1,34,10,3,2020-08-24,Quiniela Loteka,3,3ro,3,3,3,974
2020-08-21,17,34,13,2,2020-08-23,Quiniela Real,3,3ro,2,2,2,35730
2020-08-22,77,32,73,4,2020-08-26,Loteria Nacional,3,3ro,1,1,1,108904
2020-08-22,77,32,87,4,2020-08-26,Loteria Nacional,3,3ro,1,1,1,108904
2020-08-23,69,45,91,1,2020-08-24,Gana Mas,3,3ro,3,3,3,162849
2020-08-25,63,38,7,4,2020-08-29,New York 2:30,3,3ro,1,1,1,47228
2020-08-31,28,43,77,3,2020-09-03,New York 10:30,1,1ro,2,2,2,49686
2020-08-31,68,47,27,2,2020-09-02,Quiniela Real,2,2do,2,1,1,35720
2020-08-31,92,43,27,1,2020-09-01,Quiniela Leidsa,1,1ro,4,3,3,116407
2020-09-03,53,28,63,1,2020-09-04,Quiniela Real,3,3ro,4,4,3,35718
2020-09-05,27,26,76,2,2020-09-07,Gana Mas,2,2do,1,1,1,162836
2020-09-07,9,39,29,1,2020-09-08,New York 2:30,3,3ro,2,2,1,47218
2020-09-08,29,41,70,3,2020-09-11,Loteria Nacional,1,1ro,2,2,2,108888
2020-09-09,7,42,53,1,2020-09-10,Quiniela Real,1,1ro,2,2,1,35712
2020-09-09,7,42,63,1,2020-09-10,Quiniela Real,1,1ro,2,2,1,35712
2020-09-11,9,39,29,2,2020-09-13,New York 2:30,2,2do,3,2,2,47213
2020-09-11,9,39,90,2,2020-09-13,New York 2:30,2,2do,3,2,2,47213
2020-09-11,14,39,54,4,2020-09-15,Gana Mas,3,3ro,1,1,1,162829
2020-09-15,59,44,34,2,2020-09-17,Quiniela Leidsa,2,2do,2,2,2,116393
2020-09-18,42,37,9,3,2020-09-21,Gana Mas,2,2do,1,1,1,162823
2020-09-19,90,46,53,3,2020-09-22,Loteria Nacional,2,2do,1,1,1,108877
2020-09-20,82,33,65,3,2020-09-23,Loteria Nacional,3,3ro,1,1,1,108876
2020-09-21,44,43,70,4,2020-09-25,Loteria Nacional,1,1ro,1,1,1,108875
2020-09-21,92,43,76,6,2020-09-27,Quiniela Leidsa,2,2do,1,1,1,116383
2020-09-26,86,35,19,4,2020-09-30,New York 2:30,1,1ro,3,3,2,47196
2020-09-27,76,34,68,3,2020-09-30,Quiniela Loteka,3,3ro,3,3,2,939
2020-09-29,42,37,35,4,2020-10-03,Quiniela Loteka,3,3ro,1,1,1,936
2020-10-01,19,40,86,5,2020-10-06,Quiniela Real,1,1ro,1,1,1,35686
2020-10-01,46,39,86,6,2020-10-07,New York 10:30,3,3ro,1,1,1,49652
2020-10-02,69,45,57,7,2020-10-09,Quiniela Loteka,2,2do,1,1,1,932
2020-10-03,29,41,63,6,2020-10-09,Quiniela Loteka,3,3ro,1,1,1,932
2020-10-07,22,44,42,5,2020-10-12,Quiniela Real,1,1ro,1,1,1,35680
2020-10-07,22,44,90,5,2020-10-12,Quiniela Real,1,1ro,1,1,1,35680
2020-10-07,70,44,42,3,2020-10-10,New York 10:30,2,2do,3,2,3,49649
2020-10-07,70,44,90,3,2020-10-10,New York 10:30,2,2do,3,2,3,49649
2020-10-08,57,30,91,2,2020-10-10,Loteria Nacional,3,3ro,3,3,3,108860
2020-10-11,90,46,42,3,2020-10-14,New York 2:30,1,1ro,4,3,3,47182
2020-10-11,90,46,70,3,2020-10-14,New York 2:30,1,1ro,4,3,3,47182
2020-10-12,57,30,91,2,2020-10-14,Quiniela Loteka,3,3ro,1,1,1,927
2020-10-12,69,45,91,1,2020-10-13,Quiniela Leidsa,2,2do,3,2,3,116369
2020-10-13,41,39,89,3,2020-10-16,New York 2:30,3,3ro,1,1,1,47180
2020-10-17,3,31,30,4,2020-10-21,Quiniela Loteka,3,3ro,1,1,1,920
2020-10-17,28,43,73,6,2020-10-23,Quiniela Real,3,3ro,1,1,1,35669
2020-10-17,81,43,52,1,2020-10-18,Quiniela Loteka,1,1ro,2,2,2,923
2020-10-18,52,38,81,1,2020-10-19,Quiniela Leidsa,3,3ro,5,4,3,116363
2020-10-20,44,43,35,7,2020-10-27,Quiniela Real,3,3ro,1,1,1,35665
2020-10-20,79,47,88,3,2020-10-23,Quiniela Loteka,2,2do,2,2,1,918
2020-10-24,20,38,2,5,2020-10-29,Loteria Nacional,1,1ro,1,1,1,108841
2020-10-24,23,42,87,3,2020-10-27,Loteria Nacional,3,3ro,1,1,1,108843
2020-10-24,63,38,42,6,2020-10-30,Quiniela Real,1,1ro,2,2,1,35662
2020-10-29,58,46,94,5,2020-11-03,New York 2:30,3,3ro,1,1,1,47162
2020-10-31,91,44,69,1,2020-11-01,Quiniela Loteka,1,1ro,5,4,3,909
2020-11-02,19,40,86,1,2020-11-03,Quiniela Real,3,3ro,4,3,3,35658
2020-11-03,56,40,41,4,2020-11-07,New York 10:30,1,1ro,2,1,2,49621
2020-11-10,65,52,37,2,2020-11-12,Gana Mas,1,1ro,1,1,1,162776
2020-11-12,42,37,90,6,2020-11-18,Quiniela Real,2,2do,1,1,1,35643
2020-11-13,9,39,29,5,2020-11-18,New York 10:30,1,1ro,1,1,1,49610
2020-11-13,46,39,19,7,2020-11-20,Quiniela Loteka,1,1ro,1,1,1,892
2020-11-17,65,52,82,7,2020-11-24,Quiniela Leidsa,3,3ro,1,1,1,116329
2020-11-17,85,36,52,2,2020-11-19,Loteria Nacional,1,1ro,1,1,1,108820
2020-11-18,63,38,9,2,2020-11-20,Gana Mas,2,2do,5,4,2,162768
2020-11-19,48,36,97,3,2020-11-22,New York 10:30,3,3ro,3,2,3,49606
2020-11-20,86,35,46,2,2020-11-22,Quiniela Leidsa,3,3ro,3,3,3,116331
2020-11-20,90,46,35,3,2020-11-23,Loteria Nacional,2,2do,1,1,1,108816
2020-11-20,90,46,63,3,2020-11-23,Loteria Nacional,2,2do,1,1,1,108816
2020-11-23,92,43,76,1,2020-11-24,Loteria Nacional,3,3ro,2,1,2,108815
2020-11-25,41,39,12,2,2020-11-27,Quiniela Real,2,2do,1,1,1,35634
2020-11-28,72,40,26,3,2020-12-01,Quiniela Loteka,1,1ro,1,1,1,881
2020-11-30,5,37,50,3,2020-12-03,New York 2:30,3,3ro,2,2,1,47132
2020-12-07,28,43,77,1,2020-12-08,Gana Mas,1,1ro,1,1,1,162750
2020-12-07,81,43,85,1,2020-12-08,New York 2:30,1,1ro,2,2,2,47127
2020-12-11,82,33,37,1,2020-12-12,Gana Mas,2,2do,1,1,1,162746
2020-12-13,28,43,87,3,2020-12-16,Quiniela Real,2,2do,1,1,1,35615
2020-12-14,8,40,80,5,2020-12-19,Quiniela Real,1,1ro,2,2,2,35612
2020-12-15,27,26,92,5,2020-12-20,Gana Mas,2,2do,1,1,1,162738
2020-12-15,76,34,92,6,2020-12-21,Quiniela Leidsa,1,1ro,2,2,2,116304
2020-12-18,35,49,7,6,2020-12-24,Quiniela Real,2,2do,1,1,1,35607
2020-12-18,35,49,42,6,2020-12-24,Quiniela Real,2,2do,1,1,1,35607
2020-12-18,73,48,23,4,2020-12-22,Loteria Nacional,1,1ro,2,2,2,108787
2020-12-19,35,49,7,5,2020-12-24,Quiniela Real,2,2do,1,1,1,35607
2020-12-19,35,49,53,5,2020-12-24,Quiniela Real,2,2do,1,1,1,35607
2020-12-20,79,47,88,4,2020-12-24,Quiniela Real,3,3ro,3,2,3,35607
2020-12-23,23,42,73,4,2020-12-27,Gana Mas,1,1ro,1,1,1,162733
